journal_entry_id,fund_code,entry_date,entry_type,reference_number,description,account_code,account_name,debit_amount,credit_amount,currency_code,fx_rate,fx_rate_as_of,fx_rate_source,non_cash,source_document,created_by,created_date,last_modified_date
ACC-JE-041,ADMIN-FUND-002,2021-07-29,CAPITAL_CALL,ADMIN-CC-041,Capital call,1000,Cash,0.0,1819248.46,USD,1.0,2021-07-29,INTERNAL,False,Capital Call Notice,Travis Welch,2021-07-29,2021-07-29
ACC-JE-042,ADMIN-FUND-002,2021-01-15,CAPITAL_CALL,ADMIN-CC-042,Capital call,1000,Cash,0.0,4808402.17,USD,1.0,2021-01-15,INTERNAL,False,Capital Call Notice,Michelle Hudson,2021-01-15,2021-01-15
ACC-JE-043,ADMIN-FUND-002,2021-11-04,CAPITAL_CALL,ADMIN-CC-043,Capital call,1000,Cash,0.0,3751401.02,USD,1.0,2021-11-04,INTERNAL,False,Capital Call Notice,Erin Thomas,2021-11-04,2021-11-04
ACC-JE-044,ADMIN-FUND-002,2017-12-21,CAPITAL_CALL,ADMIN-CC-044,Capital call,1000,Cash,0.0,721779.87,USD,1.0,2017-12-21,INTERNAL,False,Capital Call Notice,Kristen Walker,2017-12-21,2017-12-21
ACC-JE-045,ADMIN-FUND-002,2019-11-04,CAPITAL_CALL,ADMIN-CC-045,Capital call,1000,Cash,0.0,3288630.24,USD,1.0,2019-11-04,INTERNAL,False,Capital Call Notice,Christina Page,2019-11-04,2019-11-04
ACC-JE-046,ADMIN-FUND-002,2018-07-18,CAPITAL_CALL,ADMIN-CC-046,Capital call,1000,Cash,0.0,4348426.13,USD,1.0,2018-07-18,INTERNAL,False,Capital Call Notice,Cesar Solis,2018-07-18,2018-07-18
ACC-JE-047,ADMIN-FUND-002,2018-11-06,CAPITAL_CALL,ADMIN-CC-047,Capital call,1000,Cash,0.0,1906855.23,USD,1.0,2018-11-06,INTERNAL,False,Capital Call Notice,Tammy Rojas,2018-11-06,2018-11-06
ACC-JE-048,ADMIN-FUND-002,2019-07-18,CAPITAL_CALL,ADMIN-CC-048,Capital call,1000,Cash,0.0,2144542.12,USD,1.0,2019-07-18,INTERNAL,False,Capital Call Notice,Jesse Gardner,2019-07-18,2019-07-18
ACC-JE-049,ADMIN-FUND-002,2020-10-03,CAPITAL_CALL,ADMIN-CC-049,Capital call,1000,Cash,0.0,1177808.46,USD,1.0,2020-10-03,INTERNAL,False,Capital Call Notice,Todd Hernandez,2020-10-03,2020-10-03
ACC-JE-050,ADMIN-FUND-002,2022-06-27,CAPITAL_CALL,ADMIN-CC-050,Capital call,1000,Cash,0.0,1124919.59,USD,1.0,2022-06-27,INTERNAL,False,Capital Call Notice,Carol Perez,2022-06-27,2022-06-27
ACC-JE-051,ADMIN-FUND-002,2018-04-24,CAPITAL_CALL,ADMIN-CC-051,Capital call,1000,Cash,0.0,1245939.58,USD,1.0,2018-04-24,INTERNAL,False,Capital Call Notice,James Collins,2018-04-24,2018-04-24
ACC-JE-052,ADMIN-FUND-002,2020-08-26,CAPITAL_CALL,ADMIN-CC-052,Capital call,1000,Cash,0.0,551488.67,USD,1.0,2020-08-26,INTERNAL,False,Capital Call Notice,William Hammond,2020-08-26,2020-08-26
ACC-JE-053,ADMIN-FUND-002,2019-02-22,CAPITAL_CALL,ADMIN-CC-053,Capital call,1000,Cash,0.0,4811605.68,USD,1.0,2019-02-22,INTERNAL,False,Capital Call Notice,Monica Jones,2019-02-22,2019-02-22
ACC-JE-054,ADMIN-FUND-002,2017-04-07,CAPITAL_CALL,ADMIN-CC-054,Capital call,1000,Cash,0.0,8080311.0,USD,1.0,2017-04-07,INTERNAL,False,Capital Call Notice,Casey Wright,2017-04-07,2017-04-07
ACC-JE-055,ADMIN-FUND-002,2017-03-08,CAPITAL_CALL,ADMIN-CC-055,Capital call,1000,Cash,0.0,16419119.91,USD,1.0,2017-03-08,INTERNAL,False,Capital Call Notice,Alicia Thompson,2017-03-08,2017-03-08
ACC-JE-056,ADMIN-FUND-002,2017-05-08,CAPITAL_CALL,ADMIN-CC-056,Capital call,1000,Cash,0.0,10783173.35,USD,1.0,2017-05-08,INTERNAL,False,Capital Call Notice,Gregory Taylor,2017-05-08,2017-05-08
ACC-JE-057,ADMIN-FUND-002,2020-04-26,CAPITAL_CALL,ADMIN-CC-057,Capital call,1000,Cash,0.0,1921735.12,USD,1.0,2020-04-26,INTERNAL,False,Capital Call Notice,Virginia Odom,2020-04-26,2020-04-26
ACC-JE-058,ADMIN-FUND-002,2020-05-14,CAPITAL_CALL,ADMIN-CC-058,Capital call,1000,Cash,0.0,12687781.72,USD,1.0,2020-05-14,INTERNAL,False,Capital Call Notice,Lisa Lawson,2020-05-14,2020-05-14
ACC-JE-059,ADMIN-FUND-002,2020-11-06,CAPITAL_CALL,ADMIN-CC-059,Capital call,1000,Cash,0.0,10751066.19,USD,1.0,2020-11-06,INTERNAL,False,Capital Call Notice,Stephen Brock,2020-11-06,2020-11-06
ACC-JE-060,ADMIN-FUND-002,2021-05-08,CAPITAL_CALL,ADMIN-CC-060,Capital call,1000,Cash,0.0,12118923.64,USD,1.0,2021-05-08,INTERNAL,False,Capital Call Notice,Jason Butler,2021-05-08,2021-05-08
ACC-JE-061,ADMIN-FUND-002,2017-06-08,CAPITAL_CALL,ADMIN-CC-061,Capital call,1000,Cash,0.0,4091793.59,USD,1.0,2017-06-08,INTERNAL,False,Capital Call Notice,Alvin Herrera MD,2017-06-08,2017-06-08
ACC-JE-062,ADMIN-FUND-002,2022-06-20,CAPITAL_CALL,ADMIN-CC-062,Capital call,1000,Cash,0.0,3685583.56,USD,1.0,2022-06-20,INTERNAL,False,Capital Call Notice,Mary Thompson,2022-06-20,2022-06-20
ACC-JE-063,ADMIN-FUND-002,2017-12-22,CAPITAL_CALL,ADMIN-CC-063,Capital call,1000,Cash,0.0,2086062.67,USD,1.0,2017-12-22,INTERNAL,False,Capital Call Notice,Patrick Taylor,2017-12-22,2017-12-22
ACC-JE-064,ADMIN-FUND-002,2022-04-30,CAPITAL_CALL,ADMIN-CC-064,Capital call,1000,Cash,0.0,5772096.08,USD,1.0,2022-04-30,INTERNAL,False,Capital Call Notice,Kellie Davis,2022-04-30,2022-04-30
ACC-JE-065,ADMIN-FUND-002,2019-10-30,CAPITAL_CALL,ADMIN-CC-065,Capital call,1000,Cash,0.0,2913544.63,USD,1.0,2019-10-30,INTERNAL,False,Capital Call Notice,Aaron Huber,2019-10-30,2019-10-30
ACC-JE-066,ADMIN-FUND-002,2018-01-13,CAPITAL_CALL,ADMIN-CC-066,Capital call,1000,Cash,0.0,162391.09,USD,1.0,2018-01-13,INTERNAL,False,Capital Call Notice,George Wright,2018-01-13,2018-01-13
ACC-JE-067,ADMIN-FUND-002,2022-01-23,CAPITAL_CALL,ADMIN-CC-067,Capital call,1000,Cash,0.0,3131622.1,USD,1.0,2022-01-23,INTERNAL,False,Capital Call Notice,David Todd,2022-01-23,2022-01-23
ACC-JE-068,ADMIN-FUND-002,2019-06-07,CAPITAL_CALL,ADMIN-CC-068,Capital call,1000,Cash,0.0,12766319.87,USD,1.0,2019-06-07,INTERNAL,False,Capital Call Notice,Pamela Miller DDS,2019-06-07,2019-06-07
ACC-JE-069,ADMIN-FUND-002,2021-08-09,CAPITAL_CALL,ADMIN-CC-069,Capital call,1000,Cash,0.0,445551.58,USD,1.0,2021-08-09,INTERNAL,False,Capital Call Notice,Matthew Franco,2021-08-09,2021-08-09
ACC-JE-070,ADMIN-FUND-002,2018-01-24,CAPITAL_CALL,ADMIN-CC-070,Capital call,1000,Cash,0.0,4019490.09,USD,1.0,2018-01-24,INTERNAL,False,Capital Call Notice,Heather Lopez,2018-01-24,2018-01-24
ACC-JE-071,ADMIN-FUND-002,2017-02-12,CAPITAL_CALL,ADMIN-CC-071,Capital call,1000,Cash,0.0,10082844.32,USD,1.0,2017-02-12,INTERNAL,False,Capital Call Notice,Joseph Baker,2017-02-12,2017-02-12
ACC-JE-072,ADMIN-FUND-002,2018-04-27,CAPITAL_CALL,ADMIN-CC-072,Capital call,1000,Cash,0.0,8585114.49,USD,1.0,2018-04-27,INTERNAL,False,Capital Call Notice,Luke Mitchell,2018-04-27,2018-04-27
ACC-JE-073,ADMIN-FUND-002,2022-10-18,CAPITAL_CALL,ADMIN-CC-073,Capital call,1000,Cash,0.0,4780383.13,USD,1.0,2022-10-18,INTERNAL,False,Capital Call Notice,Jeremiah Mcneil,2022-10-18,2022-10-18
ACC-JE-074,ADMIN-FUND-002,2022-07-05,CAPITAL_CALL,ADMIN-CC-074,Capital call,1000,Cash,0.0,11391062.37,USD,1.0,2022-07-05,INTERNAL,False,Capital Call Notice,James Lara,2022-07-05,2022-07-05
ACC-JE-075,ADMIN-FUND-002,2018-12-14,CAPITAL_CALL,ADMIN-CC-075,Capital call,1000,Cash,0.0,8050293.04,USD,1.0,2018-12-14,INTERNAL,False,Capital Call Notice,Carrie Robinson,2018-12-14,2018-12-14
ACC-JE-076,ADMIN-FUND-002,2022-01-25,CAPITAL_CALL,ADMIN-CC-076,Capital call,1000,Cash,0.0,599919.93,USD,1.0,2022-01-25,INTERNAL,False,Capital Call Notice,Michael Smith,2022-01-25,2022-01-25
ACC-JE-077,ADMIN-FUND-002,2022-07-14,CAPITAL_CALL,ADMIN-CC-077,Capital call,1000,Cash,0.0,2450486.94,USD,1.0,2022-07-14,INTERNAL,False,Capital Call Notice,Sarah Williams,2022-07-14,2022-07-14
ACC-JE-078,ADMIN-FUND-002,2019-07-26,CAPITAL_CALL,ADMIN-CC-078,Capital call,1000,Cash,0.0,1811235.92,USD,1.0,2019-07-26,INTERNAL,False,Capital Call Notice,Angela Banks,2019-07-26,2019-07-26
ACC-JE-079,ADMIN-FUND-002,2021-12-27,CAPITAL_CALL,ADMIN-CC-079,Capital call,1000,Cash,0.0,7016940.71,USD,1.0,2021-12-27,INTERNAL,False,Capital Call Notice,Wesley Cunningham,2021-12-27,2021-12-27
ACC-JE-080,ADMIN-FUND-002,2018-03-12,CAPITAL_CALL,ADMIN-CC-080,Capital call,1000,Cash,0.0,902385.13,USD,1.0,2018-03-12,INTERNAL,False,Capital Call Notice,Rhonda Rivera,2018-03-12,2018-03-12
ACC-JE-081,ADMIN-FUND-002,2021-09-11,CAPITAL_CALL,ADMIN-CC-081,Capital call,1000,Cash,0.0,1720038.16,USD,1.0,2021-09-11,INTERNAL,False,Capital Call Notice,Mrs. Heather Miller,2021-09-11,2021-09-11
ACC-JE-082,ADMIN-FUND-002,2022-04-25,CAPITAL_CALL,ADMIN-CC-082,Capital call,1000,Cash,0.0,50542.84,USD,1.0,2022-04-25,INTERNAL,False,Capital Call Notice,Luis Murray,2022-04-25,2022-04-25
ACC-JE-083,ADMIN-FUND-002,2017-05-18,CAPITAL_CALL,ADMIN-CC-083,Capital call,1000,Cash,0.0,1292451.03,USD,1.0,2017-05-18,INTERNAL,False,Capital Call Notice,Lindsey Sandoval,2017-05-18,2017-05-18
ACC-JE-084,ADMIN-FUND-002,2020-02-17,CAPITAL_CALL,ADMIN-CC-084,Capital call,1000,Cash,0.0,1707464.69,USD,1.0,2020-02-17,INTERNAL,False,Capital Call Notice,Zachary Walker,2020-02-17,2020-02-17
ACC-JE-085,ADMIN-FUND-002,2021-11-23,CAPITAL_CALL,ADMIN-CC-085,Capital call,1000,Cash,0.0,1562315.28,USD,1.0,2021-11-23,INTERNAL,False,Capital Call Notice,Brenda Hays,2021-11-23,2021-11-23
ACC-JE-086,ADMIN-FUND-002,2018-08-27,CAPITAL_CALL,ADMIN-CC-086,Capital call,1000,Cash,0.0,947552.88,USD,1.0,2018-08-27,INTERNAL,False,Capital Call Notice,Donna Bentley,2018-08-27,2018-08-27
ACC-JE-087,ADMIN-FUND-002,2020-05-15,CAPITAL_CALL,ADMIN-CC-087,Capital call,1000,Cash,0.0,11202896.21,USD,1.0,2020-05-15,INTERNAL,False,Capital Call Notice,Joseph Thompson,2020-05-15,2020-05-15
ACC-JE-088,ADMIN-FUND-002,2018-06-30,CAPITAL_CALL,ADMIN-CC-088,Capital call,1000,Cash,0.0,2630704.03,USD,1.0,2018-06-30,INTERNAL,False,Capital Call Notice,Renee Rivas,2018-06-30,2018-06-30
ACC-JE-089,ADMIN-FUND-002,2021-05-20,CAPITAL_CALL,ADMIN-CC-089,Capital call,1000,Cash,0.0,5860344.59,USD,1.0,2021-05-20,INTERNAL,False,Capital Call Notice,Taylor Aguilar,2021-05-20,2021-05-20
ACC-JE-090,ADMIN-FUND-002,2017-02-15,CAPITAL_CALL,ADMIN-CC-090,Capital call,1000,Cash,0.0,7936583.8,USD,1.0,2017-02-15,INTERNAL,False,Capital Call Notice,Jeffrey Preston,2017-02-15,2017-02-15
ACC-JE-091,ADMIN-FUND-002,2021-03-04,CAPITAL_CALL,ADMIN-CC-091,Capital call,1000,Cash,0.0,3293493.12,USD,1.0,2021-03-04,INTERNAL,False,Capital Call Notice,Michelle Davis,2021-03-04,2021-03-04
ACC-JE-092,ADMIN-FUND-002,2022-05-22,CAPITAL_CALL,ADMIN-CC-092,Capital call,1000,Cash,0.0,4019804.03,USD,1.0,2022-05-22,INTERNAL,False,Capital Call Notice,Rebecca Scott,2022-05-22,2022-05-22
ACC-JE-093,ADMIN-FUND-002,2019-05-25,CAPITAL_CALL,ADMIN-CC-093,Capital call,1000,Cash,0.0,60804.35,USD,1.0,2019-05-25,INTERNAL,False,Capital Call Notice,Tracy Williams,2019-05-25,2019-05-25
ACC-JE-094,ADMIN-FUND-002,2019-02-12,CAPITAL_CALL,ADMIN-CC-094,Capital call,1000,Cash,0.0,6043609.68,USD,1.0,2019-02-12,INTERNAL,False,Capital Call Notice,Amanda Wilson,2019-02-12,2019-02-12
ACC-JE-095,ADMIN-FUND-002,2022-04-29,CAPITAL_CALL,ADMIN-CC-095,Capital call,1000,Cash,0.0,940893.25,USD,1.0,2022-04-29,INTERNAL,False,Capital Call Notice,Crystal Cunningham,2022-04-29,2022-04-29
ACC-JE-096,ADMIN-FUND-002,2022-05-14,CAPITAL_CALL,ADMIN-CC-096,Capital call,1000,Cash,0.0,6320581.36,USD,1.0,2022-05-14,INTERNAL,False,Capital Call Notice,Brian Jacobson,2022-05-14,2022-05-14
ACC-JE-097,ADMIN-FUND-003,2025-03-14,CAPITAL_CALL,ADMIN-CC-097,Capital call,1000,Cash,0.0,5161.67,EUR,1.0,2025-03-14,INTERNAL,False,Capital Call Notice,Stephanie Miller,2025-03-14,2025-03-14
ACC-JE-098,ADMIN-FUND-003,2021-09-18,CAPITAL_CALL,ADMIN-CC-098,Capital call,1000,Cash,0.0,125314.85,EUR,1.0,2021-09-18,INTERNAL,False,Capital Call Notice,Cory Jackson,2021-09-18,2021-09-18
ACC-JE-099,ADMIN-FUND-003,2023-09-09,CAPITAL_CALL,ADMIN-CC-099,Capital call,1000,Cash,0.0,173661.16,EUR,1.0,2023-09-09,INTERNAL,False,Capital Call Notice,Tabitha Vasquez,2023-09-09,2023-09-09
ACC-JE-100,ADMIN-FUND-003,2024-06-13,CAPITAL_CALL,ADMIN-CC-100,Capital call,1000,Cash,0.0,72909.45,EUR,1.0,2024-06-13,INTERNAL,False,Capital Call Notice,Anthony Morales,2024-06-13,2024-06-13
ACC-JE-101,ADMIN-FUND-003,2025-06-07,CAPITAL_CALL,ADMIN-CC-101,Capital call,1000,Cash,0.0,113146.47,EUR,1.0,2025-06-07,INTERNAL,False,Capital Call Notice,Valerie Lee,2025-06-07,2025-06-07
ACC-JE-102,ADMIN-FUND-003,2023-11-10,CAPITAL_CALL,ADMIN-CC-102,Capital call,1000,Cash,0.0,161749.3,EUR,1.0,2023-11-10,INTERNAL,False,Capital Call Notice,Matthew Thomas,2023-11-10,2023-11-10
ACC-JE-103,ADMIN-FUND-003,2023-11-14,CAPITAL_CALL,ADMIN-CC-103,Capital call,1000,Cash,0.0,666577.64,EUR,1.0,2023-11-14,INTERNAL,False,Capital Call Notice,Zachary Dalton,2023-11-14,2023-11-14
ACC-JE-104,ADMIN-FUND-003,2023-09-26,CAPITAL_CALL,ADMIN-CC-104,Capital call,1000,Cash,0.0,1175672.61,EUR,1.0,2023-09-26,INTERNAL,False,Capital Call Notice,Teresa Lane,2023-09-26,2023-09-26
ACC-JE-105,ADMIN-FUND-003,2023-03-02,CAPITAL_CALL,ADMIN-CC-105,Capital call,1000,Cash,0.0,718390.86,EUR,1.0,2023-03-02,INTERNAL,False,Capital Call Notice,Amy Hudson,2023-03-02,2023-03-02
ACC-JE-106,ADMIN-FUND-003,2025-04-01,CAPITAL_CALL,ADMIN-CC-106,Capital call,1000,Cash,0.0,676779.51,EUR,1.0,2025-04-01,INTERNAL,False,Capital Call Notice,Patrick Powell,2025-04-01,2025-04-01
ACC-JE-107,ADMIN-FUND-003,2025-11-20,CAPITAL_CALL,ADMIN-CC-107,Capital call,1000,Cash,0.0,2083204.85,EUR,1.0,2025-11-20,INTERNAL,False,Capital Call Notice,Stacey Reed,2025-11-20,2025-11-20
ACC-JE-108,ADMIN-FUND-003,2022-10-26,CAPITAL_CALL,ADMIN-CC-108,Capital call,1000,Cash,0.0,2374371.6,EUR,1.0,2022-10-26,INTERNAL,False,Capital Call Notice,Alexandria Harvey,2022-10-26,2022-10-26
ACC-JE-109,ADMIN-FUND-003,2022-05-06,CAPITAL_CALL,ADMIN-CC-109,Capital call,1000,Cash,0.0,2223369.9,EUR,1.0,2022-05-06,INTERNAL,False,Capital Call Notice,Dennis Davis,2022-05-06,2022-05-06
